period,period_date,year,quarter,sidra_period_code,sidra_period_label,uf,state_abbrev,state_name,macroregion,pnadc_population,pnadc_population_original_unit,unemployment_rate_pnadc,labor_income_real_pnadc,informality_rate_pnadc,formalization_rate_pnadc,income_variable_used,population_concept,formalization_rule,source_system
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,13,AM,Amazonas,North,2977000,Mil pessoas,0.177,2348,0.598,0.402,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,16,AP,Amapa,North,592000,Mil pessoas,0.153,2854,0.5,0.5,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,29,BA,Bahia,Northeast,11783000,Mil pessoas,0.217,2166,0.541,0.45899999999999996,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,23,CE,Ceara,Northeast,7268000,Mil pessoas,0.151,2316,0.536,0.46399999999999997,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,53,DF,Distrito Federal,Center-West,2362000,Mil pessoas,0.15,6060,0.29100000000000004,0.709,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,32,ES,Espirito Santo,Southeast,3204000,Mil pessoas,0.132,3259,0.39899999999999997,0.601,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,52,GO,Goias,Center-West,5686000,Mil pessoas,0.14,3132,0.402,0.598,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,21,MA,Maranhao,Northeast,5257000,Mil pessoas,0.17600000000000002,1992,0.615,0.385,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,31,MG,Minas Gerais,Southeast,17093000,Mil pessoas,0.14,3080,0.38,0.62,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,50,MS,Mato Grosso do Sul,Center-West,2135000,Mil pessoas,0.106,3693,0.365,0.635,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,51,MT,Mato Grosso,Center-West,2781000,Mil pessoas,0.102,3358,0.39799999999999996,0.6020000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,15,PA,Para,North,6457000,Mil pessoas,0.138,2369,0.589,0.41100000000000003,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,25,PB,Paraiba,Northeast,3161000,Mil pessoas,0.162,2644,0.515,0.485,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,26,PE,Pernambuco,Northeast,7385000,Mil pessoas,0.214,2383,0.516,0.484,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,22,PI,Piaui,Northeast,2663000,Mil pessoas,0.152,2149,0.5670000000000001,0.43299999999999994,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,41,PR,Parana,South,9458000,Mil pessoas,0.094,3774,0.305,0.6950000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,33,RJ,Rio de Janeiro,Southeast,14437000,Mil pessoas,0.19699999999999998,4614,0.371,0.629,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,24,RN,Rio Grande do Norte,Northeast,2755000,Mil pessoas,0.154,2662,0.45399999999999996,0.546,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,11,RO,Rondonia,North,1342000,Mil pessoas,0.113,2631,0.49,0.51,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,14,RR,Roraima,North,418000,Mil pessoas,0.14400000000000002,3107,0.494,0.506,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,43,RS,Rio Grande do Sul,South,9305000,Mil pessoas,0.095,3994,0.303,0.6970000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,42,SC,Santa Catarina,South,6204000,Mil pessoas,0.064,4029,0.266,0.734,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,28,SE,Sergipe,Northeast,1790000,Mil pessoas,0.207,2443,0.531,0.469,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,35,SP,Sao Paulo,Southeast,37605000,Mil pessoas,0.147,4574,0.29100000000000004,0.709,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,17,TO,Tocantins,North,1191000,Mil pessoas,0.171,2829,0.44,0.56,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,12,AC,Acre,North,649000,Mil pessoas,0.163,2553,0.493,0.507,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,27,AL,Alagoas,Northeast,2507000,Mil pessoas,0.192,2100,0.484,0.516,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,13,AM,Amazonas,North,2975000,Mil pessoas,0.158,2265,0.6,0.4,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,16,AP,Amapa,North,594000,Mil pessoas,0.161,2772,0.503,0.497,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,29,BA,Bahia,Northeast,11872000,Mil pessoas,0.20199999999999999,2069,0.555,0.44499999999999995,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,23,CE,Ceara,Northeast,7256000,Mil pessoas,0.151,2086,0.5429999999999999,0.4570000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,53,DF,Distrito Federal,Center-West,2360000,Mil pessoas,0.14400000000000002,5679,0.306,0.694,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,32,ES,Espirito Santo,Southeast,3196000,Mil pessoas,0.11599999999999999,2947,0.40299999999999997,0.597,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,52,GO,Goias,Center-West,5716000,Mil pessoas,0.125,3032,0.41,0.5900000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,21,MA,Maranhao,Northeast,5277000,Mil pessoas,0.17800000000000002,1817,0.608,0.392,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,31,MG,Minas Gerais,Southeast,17077000,Mil pessoas,0.127,2787,0.396,0.604,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,50,MS,Mato Grosso do Sul,Center-West,2140000,Mil pessoas,0.099,3229,0.373,0.627,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,51,MT,Mato Grosso,Center-West,2803000,Mil pessoas,0.091,3216,0.40399999999999997,0.5960000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,15,PA,Para,North,6533000,Mil pessoas,0.135,2269,0.607,0.393,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,25,PB,Paraiba,Northeast,3185000,Mil pessoas,0.155,2217,0.534,0.46599999999999997,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,26,PE,Pernambuco,Northeast,7403000,Mil pessoas,0.218,2334,0.513,0.487,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,22,PI,Piaui,Northeast,2674000,Mil pessoas,0.154,1893,0.5720000000000001,0.42799999999999994,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,41,PR,Parana,South,9297000,Mil pessoas,0.091,3424,0.32799999999999996,0.672,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,33,RJ,Rio de Janeiro,Southeast,14528000,Mil pessoas,0.179,4177,0.358,0.642,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,24,RN,Rio Grande do Norte,Northeast,2751000,Mil pessoas,0.163,2562,0.46299999999999997,0.537,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,11,RO,Rondonia,North,1373000,Mil pessoas,0.098,2516,0.48200000000000004,0.518,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,14,RR,Roraima,North,421000,Mil pessoas,0.141,2660,0.491,0.509,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,43,RS,Rio Grande do Sul,South,9295000,Mil pessoas,0.08800000000000001,3697,0.309,0.6910000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,42,SC,Santa Catarina,South,6234000,Mil pessoas,0.059000000000000004,3675,0.259,0.741,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,28,SE,Sergipe,Northeast,1800000,Mil pessoas,0.195,2395,0.531,0.469,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,35,SP,Sao Paulo,Southeast,37665000,Mil pessoas,0.146,4074,0.306,0.694,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q2,2021-04-01,2021,2,202102,2 trimestre 2021,17,TO,Tocantins,North,1170000,Mil pessoas,0.159,2626,0.445,0.5549999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,12,AC,Acre,North,640000,Mil pessoas,0.138,2809,0.467,0.5329999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,27,AL,Alagoas,Northeast,2489000,Mil pessoas,0.172,2233,0.478,0.522,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,13,AM,Amazonas,North,3013000,Mil pessoas,0.135,2168,0.596,0.404,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,16,AP,Amapa,North,605000,Mil pessoas,0.174,2791,0.515,0.485,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,29,BA,Bahia,Northeast,11911000,Mil pessoas,0.188,1970,0.562,0.43799999999999994,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,23,CE,Ceara,Northeast,7299000,Mil pessoas,0.125,2217,0.535,0.46499999999999997,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,53,DF,Distrito Federal,Center-West,2344000,Mil pessoas,0.146,5346,0.32,0.6799999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,32,ES,Espirito Santo,Southeast,3235000,Mil pessoas,0.1,2992,0.396,0.604,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,52,GO,Goias,Center-West,5733000,Mil pessoas,0.10099999999999999,2985,0.414,0.5860000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,21,MA,Maranhao,Northeast,5273000,Mil pessoas,0.153,1908,0.5920000000000001,0.4079999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,31,MG,Minas Gerais,Southeast,17214000,Mil pessoas,0.107,2767,0.4,0.6,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,50,MS,Mato Grosso do Sul,Center-West,2125000,Mil pessoas,0.077,3117,0.36700000000000005,0.633,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,51,MT,Mato Grosso,Center-West,2811000,Mil pessoas,0.067,3108,0.391,0.609,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,15,PA,Para,North,6532000,Mil pessoas,0.11800000000000001,2217,0.625,0.375,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,25,PB,Paraiba,Northeast,3204000,Mil pessoas,0.145,2259,0.505,0.495,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,26,PE,Pernambuco,Northeast,7453000,Mil pessoas,0.193,2139,0.523,0.477,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,22,PI,Piaui,Northeast,2679000,Mil pessoas,0.12,1999,0.5770000000000001,0.42299999999999993,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,41,PR,Parana,South,9352000,Mil pessoas,0.08,3264,0.342,0.6579999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,33,RJ,Rio de Janeiro,Southeast,14467000,Mil pessoas,0.159,3725,0.384,0.616,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,24,RN,Rio Grande do Norte,Northeast,2767000,Mil pessoas,0.149,2476,0.447,0.5529999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,11,RO,Rondonia,North,1373000,Mil pessoas,0.077,2709,0.483,0.517,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,14,RR,Roraima,North,422000,Mil pessoas,0.106,2724,0.469,0.531,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,43,RS,Rio Grande do Sul,South,9322000,Mil pessoas,0.084,3441,0.324,0.6759999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,42,SC,Santa Catarina,South,6212000,Mil pessoas,0.053,3583,0.266,0.734,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,28,SE,Sergipe,Northeast,1807000,Mil pessoas,0.172,2324,0.55,0.44999999999999996,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,35,SP,Sao Paulo,Southeast,37623000,Mil pessoas,0.134,3964,0.307,0.6930000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q3,2021-07-01,2021,3,202103,3 trimestre 2021,17,TO,Tocantins,North,1186000,Mil pessoas,0.10800000000000001,2834,0.447,0.5529999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q4,2021-10-01,2021,4,202104,4 trimestre 2021,12,AC,Acre,North,641000,Mil pessoas,0.132,2608,0.478,0.522,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q4,2021-10-01,2021,4,202104,4 trimestre 2021,27,AL,Alagoas,Northeast,2498000,Mil pessoas,0.146,2174,0.478,0.522,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q4,2021-10-01,2021,4,202104,4 trimestre 2021,13,AM,Amazonas,North,2995000,Mil pessoas,0.131,2177,0.5870000000000001,0.4129999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q4,2021-10-01,2021,4,202104,4 trimestre 2021,16,AP,Amapa,North,607000,Mil pessoas,0.174,2762,0.502,0.498,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q4,2021-10-01,2021,4,202104,4 trimestre 2021,29,BA,Bahia,Northeast,11841000,Mil pessoas,0.17300000000000001,1923,0.5589999999999999,0.44100000000000006,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q4,2021-10-01,2021,4,202104,4 trimestre 2021,23,CE,Ceara,Northeast,7356000,Mil pessoas,0.111,2158,0.542,0.45799999999999996,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q4,2021-10-01,2021,4,202104,4 trimestre 2021,53,DF,Distrito Federal,Center-West,2363000,Mil pessoas,0.121,5448,0.33799999999999997,0.662,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q4,2021-10-01,2021,4,202104,4 trimestre 2021,32,ES,Espirito Santo,Southeast,3255000,Mil pessoas,0.099,3088,0.384,0.616,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
